timestamp,year,month,day,hour,weekday,power_kW,energy_kWh
2023-01-05 12:00:00,2023,1,5,12,3,1.1338424813207912,1.1338424813207912
2023-01-05 13:00:00,2023,1,5,13,3,1.2023598124677701,1.2023598124677701
2023-01-05 14:00:00,2023,1,5,14,3,1.2555532304761838,1.2555532304761838
2023-01-05 15:00:00,2023,1,5,15,3,1.5135733389873645,1.5135733389873645
2023-01-05 16:00:00,2023,1,5,16,3,1.651771287645144,1.651771287645144
2023-01-05 17:00:00,2023,1,5,17,3,1.837286314792227,1.837286314792227
2023-01-05 18:00:00,2023,1,5,18,3,1.6823622048637286,1.6823622048637286
2023-01-05 19:00:00,2023,1,5,19,3,1.6038710108624372,1.6038710108624372
2023-01-05 20:00:00,2023,1,5,20,3,1.4328946191226488,1.4328946191226488
2023-01-05 21:00:00,2023,1,5,21,3,1.2159717585172414,1.2159717585172414
2023-01-05 22:00:00,2023,1,5,22,3,1.2119506746697097,1.2119506746697097
2023-01-05 23:00:00,2023,1,5,23,3,1.1483066516343385,1.1483066516343385
2023-01-06 00:00:00,2023,1,6,0,4,1.1503515973521523,1.1503515973521523
2023-01-06 01:00:00,2023,1,6,1,4,1.109623263457813,1.109623263457813
2023-01-06 02:00:00,2023,1,6,2,4,1.3450763661893632,1.3450763661893632
2023-01-06 03:00:00,2023,1,6,3,4,1.3653919853751026,1.3653919853751026
2023-01-06 04:00:00,2023,1,6,4,4,1.6193722021227406,1.6193722021227406
2023-01-06 05:00:00,2023,1,6,5,4,1.80312571412278,1.80312571412278
2023-01-06 06:00:00,2023,1,6,6,4,1.666543760430382,1.666543760430382
2023-01-06 07:00:00,2023,1,6,7,4,1.622593960748771,1.622593960748771
2023-01-06 08:00:00,2023,1,6,8,4,1.5220923896164142,1.5220923896164142
2023-01-06 09:00:00,2023,1,6,9,4,1.3284820386078857,1.3284820386078857
2023-01-06 10:00:00,2023,1,6,10,4,1.1306389282225444,1.1306389282225444
2023-01-06 11:00:00,2023,1,6,11,4,1.1264886975966848,1.1264886975966848
2023-01-06 12:00:00,2023,1,6,12,4,1.0700364756514578,1.0700364756514578
2023-01-06 13:00:00,2023,1,6,13,4,1.2321502915247204,1.2321502915247204
2023-01-06 14:00:00,2023,1,6,14,4,1.308254091200048,1.308254091200048
2023-01-06 15:00:00,2023,1,6,15,4,1.5955168663314654,1.5955168663314654
2023-01-06 16:00:00,2023,1,6,16,4,1.613035624660588,1.613035624660588
2023-01-06 17:00:00,2023,1,6,17,4,1.701614427238825,1.701614427238825
2023-01-06 18:00:00,2023,1,6,18,4,1.7361965061083522,1.7361965061083522
2023-01-06 19:00:00,2023,1,6,19,4,1.5305456377559816,1.5305456377559816
2023-01-06 20:00:00,2023,1,6,20,4,1.4489323388757398,1.4489323388757398
2023-01-06 21:00:00,2023,1,6,21,4,1.3423115512851729,1.3423115512851729
2023-01-06 22:00:00,2023,1,6,22,4,1.076700190244624,1.076700190244624
2023-01-06 23:00:00,2023,1,6,23,4,1.122101692926615,1.122101692926615
2023-01-07 00:00:00,2023,1,7,0,5,1.171602139712421,1.171602139712421
2023-01-07 01:00:00,2023,1,7,1,5,1.2443164705264553,1.2443164705264553
2023-01-07 02:00:00,2023,1,7,2,5,1.2695121384622574,1.2695121384622574
2023-01-07 03:00:00,2023,1,7,3,5,1.4343115260507426,1.4343115260507426
2023-01-07 04:00:00,2023,1,7,4,5,1.6890878634087272,1.6890878634087272
2023-01-07 05:00:00,2023,1,7,5,5,1.7868497248794928,1.7868497248794928
2023-01-07 06:00:00,2023,1,7,6,5,1.8081717066137595,1.8081717066137595
2023-01-07 07:00:00,2023,1,7,7,5,1.7443871378009763,1.7443871378009763
2023-01-07 08:00:00,2023,1,7,8,5,1.5522412453380108,1.5522412453380108
2023-01-07 09:00:00,2023,1,7,9,5,1.4258214844915633,1.4258214844915633
2023-01-07 10:00:00,2023,1,7,10,5,1.2757423182533048,1.2757423182533048
2023-01-07 11:00:00,2023,1,7,11,5,1.1357920399286492,1.1357920399286492
2023-01-07 12:00:00,2023,1,7,12,5,1.264894004492654,1.264894004492654
2023-01-07 13:00:00,2023,1,7,13,5,1.2850938393619253,1.2850938393619253
2023-01-07 14:00:00,2023,1,7,14,5,1.3552415804513247,1.3552415804513247
2023-01-07 15:00:00,2023,1,7,15,5,1.6200260028031104,1.6200260028031104
2023-01-07 16:00:00,2023,1,7,16,5,1.6796845579656763,1.6796845579656763
2023-01-07 17:00:00,2023,1,7,17,5,1.8367305669638903,1.8367305669638903
2023-01-07 18:00:00,2023,1,7,18,5,1.8319438681961704,1.8319438681961704
2023-01-07 19:00:00,2023,1,7,19,5,1.6241191506624966,1.6241191506624966
2023-01-07 20:00:00,2023,1,7,20,5,1.5506817069795298,1.5506817069795298
2023-01-07 21:00:00,2023,1,7,21,5,1.3541173714279042,1.3541173714279042
2023-01-07 22:00:00,2023,1,7,22,5,1.2484091365012069,1.2484091365012069
2023-01-07 23:00:00,2023,1,7,23,5,1.2556211491326974,1.2556211491326974
2023-01-08 00:00:00,2023,1,8,0,6,1.1486065941998562,1.1486065941998562
2023-01-08 01:00:00,2023,1,8,1,6,1.169916577649878,1.169916577649878
2023-01-08 02:00:00,2023,1,8,2,6,1.2895601433563606,1.2895601433563606
2023-01-08 03:00:00,2023,1,8,3,6,1.4626194337211882,1.4626194337211882
2023-01-08 04:00:00,2023,1,8,4,6,1.6625956699806963,1.6625956699806963
2023-01-08 05:00:00,2023,1,8,5,6,1.7927755017026041,1.7927755017026041
2023-01-08 06:00:00,2023,1,8,6,6,1.8132545626381704,1.8132545626381704
2023-01-08 07:00:00,2023,1,8,7,6,1.7720343275137016,1.7720343275137016
2023-01-08 08:00:00,2023,1,8,8,6,1.590169744997632,1.590169744997632
2023-01-08 09:00:00,2023,1,8,9,6,1.4897556907455112,1.4897556907455112
2023-01-08 10:00:00,2023,1,8,10,6,1.2503638427501993,1.2503638427501993
2023-01-08 11:00:00,2023,1,8,11,6,1.3098141036902136,1.3098141036902136
2023-01-08 12:00:00,2023,1,8,12,6,1.2051846808544313,1.2051846808544313
2023-01-08 13:00:00,2023,1,8,13,6,1.2210523053192486,1.2210523053192486
2023-01-08 14:00:00,2023,1,8,14,6,1.364132317662534,1.364132317662534
2023-01-08 15:00:00,2023,1,8,15,6,1.6145991121203795,1.6145991121203795
2023-01-08 16:00:00,2023,1,8,16,6,1.7208559399465224,1.7208559399465224
2023-01-08 17:00:00,2023,1,8,17,6,1.8368493200565756,1.8368493200565756
2023-01-08 18:00:00,2023,1,8,18,6,1.8013933822184158,1.8013933822184158
2023-01-08 19:00:00,2023,1,8,19,6,1.6649717912707571,1.6649717912707571
2023-01-08 20:00:00,2023,1,8,20,6,1.4632488058783972,1.4632488058783972
2023-01-08 21:00:00,2023,1,8,21,6,1.2604121546782614,1.2604121546782614
2023-01-08 22:00:00,2023,1,8,22,6,1.1873584398282941,1.1873584398282941
2023-01-08 23:00:00,2023,1,8,23,6,1.2058694397161736,1.2058694397161736
2023-01-09 00:00:00,2023,1,9,0,0,1.1279846872065102,1.1279846872065102
2023-01-09 01:00:00,2023,1,9,1,0,1.09960015134813,1.09960015134813
2023-01-09 02:00:00,2023,1,9,2,0,1.2912419564536182,1.2912419564536182
2023-01-09 03:00:00,2023,1,9,3,0,1.4635378111140265,1.4635378111140265
2023-01-09 04:00:00,2023,1,9,4,0,1.5557221051184387,1.5557221051184387
2023-01-09 05:00:00,2023,1,9,5,0,1.7119103645408094,1.7119103645408094
2023-01-09 06:00:00,2023,1,9,6,0,1.729760894252655,1.729760894252655
2023-01-09 07:00:00,2023,1,9,7,0,1.6040758687253,1.6040758687253
2023-01-09 08:00:00,2023,1,9,8,0,1.5443625293417358,1.5443625293417358
2023-01-09 09:00:00,2023,1,9,9,0,1.389895582643914,1.389895582643914
2023-01-09 10:00:00,2023,1,9,10,0,1.2694903471452625,1.2694903471452625
2023-01-09 11:00:00,2023,1,9,11,0,1.1823107501174572,1.1823107501174572
2023-01-09 12:00:00,2023,1,9,12,0,1.060828291599237,1.060828291599237
2023-01-09 13:00:00,2023,1,9,13,0,1.1687451032078526,1.1687451032078526
2023-01-09 14:00:00,2023,1,9,14,0,1.3881776012839773,1.3881776012839773
2023-01-09 15:00:00,2023,1,9,15,0,1.5530727835884879,1.5530727835884879
2023-01-09 16:00:00,2023,1,9,16,0,1.6882662099806236,1.6882662099806236
2023-01-09 17:00:00,2023,1,9,17,0,1.9211339592252832,1.9211339592252832
2023-01-09 18:00:00,2023,1,9,18,0,1.7346863471857787,1.7346863471857787
2023-01-09 19:00:00,2023,1,9,19,0,1.6587527650824772,1.6587527650824772
2023-01-09 20:00:00,2023,1,9,20,0,1.4940468339330613,1.4940468339330613
2023-01-09 21:00:00,2023,1,9,21,0,1.3171702356548423,1.3171702356548423
2023-01-09 22:00:00,2023,1,9,22,0,1.1481053438268478,1.1481053438268478
2023-01-09 23:00:00,2023,1,9,23,0,1.1572984610246635,1.1572984610246635
2023-01-10 00:00:00,2023,1,10,0,1,1.0807987392731213,1.0807987392731213
2023-01-10 01:00:00,2023,1,10,1,1,1.1523109779754555,1.1523109779754555
2023-01-10 02:00:00,2023,1,10,2,1,1.2608634859424372,1.2608634859424372
2023-01-10 03:00:00,2023,1,10,3,1,1.4512947836345234,1.4512947836345234
2023-01-10 04:00:00,2023,1,10,4,1,1.7189431150940935,1.7189431150940935
2023-01-10 05:00:00,2023,1,10,5,1,1.6144012417510296,1.6144012417510296
2023-01-10 06:00:00,2023,1,10,6,1,1.7647567617302267,1.7647567617302267
2023-01-10 07:00:00,2023,1,10,7,1,1.5840271021866557,1.5840271021866557
2023-01-10 08:00:00,2023,1,10,8,1,1.505997681355613,1.505997681355613
2023-01-10 09:00:00,2023,1,10,9,1,1.4190373978444726,1.4190373978444726
2023-01-10 10:00:00,2023,1,10,10,1,1.2209403476781546,1.2209403476781546
2023-01-10 11:00:00,2023,1,10,11,1,1.0779201081723562,1.0779201081723562
2023-01-10 12:00:00,2023,1,10,12,1,1.0961332740872027,1.0961332740872027
2023-01-10 13:00:00,2023,1,10,13,1,1.2520048043872252,1.2520048043872252
2023-01-10 14:00:00,2023,1,10,14,1,1.3286410180082895,1.3286410180082895
2023-01-10 15:00:00,2023,1,10,15,1,1.5413275288427393,1.5413275288427393
2023-01-10 16:00:00,2023,1,10,16,1,1.6682309297898192,1.6682309297898192
2023-01-10 17:00:00,2023,1,10,17,1,1.6995106611934025,1.6995106611934025
2023-01-10 18:00:00,2023,1,10,18,1,1.8168794182544707,1.8168794182544707
2023-01-10 19:00:00,2023,1,10,19,1,1.6369656440212708,1.6369656440212708
2023-01-10 20:00:00,2023,1,10,20,1,1.3480187509631434,1.3480187509631434
2023-01-10 21:00:00,2023,1,10,21,1,1.2964721420008574,1.2964721420008574
2023-01-10 22:00:00,2023,1,10,22,1,1.1330443008491722,1.1330443008491722
2023-01-10 23:00:00,2023,1,10,23,1,1.1641316667398112,1.1641316667398112
2023-01-11 00:00:00,2023,1,11,0,2,1.081973963078365,1.081973963078365
2023-01-11 01:00:00,2023,1,11,1,2,1.1606799042678373,1.1606799042678373
2023-01-11 02:00:00,2023,1,11,2,2,1.312929780455749,1.312929780455749
2023-01-11 03:00:00,2023,1,11,3,2,1.493417970911336,1.493417970911336
2023-01-11 04:00:00,2023,1,11,4,2,1.5464905762395518,1.5464905762395518
2023-01-11 05:00:00,2023,1,11,5,2,1.6945798317256535,1.6945798317256535
2023-01-11 06:00:00,2023,1,11,6,2,1.7102897805345996,1.7102897805345996
2023-01-11 07:00:00,2023,1,11,7,2,1.63543494624676,1.63543494624676
2023-01-11 08:00:00,2023,1,11,8,2,1.6209880999799027,1.6209880999799027
2023-01-11 09:00:00,2023,1,11,9,2,1.387572465214754,1.387572465214754
2023-01-11 10:00:00,2023,1,11,10,2,1.1570707107435116,1.1570707107435116
2023-01-11 11:00:00,2023,1,11,11,2,1.1798871439746699,1.1798871439746699
2023-01-11 12:00:00,2023,1,11,12,2,1.2401929689539424,1.2401929689539424
2023-01-11 13:00:00,2023,1,11,13,2,1.2720367417049314,1.2720367417049314
2023-01-11 14:00:00,2023,1,11,14,2,1.291924362967048,1.291924362967048
2023-01-11 15:00:00,2023,1,11,15,2,1.5094140090410915,1.5094140090410915
2023-01-11 16:00:00,2023,1,11,16,2,1.732736407383267,1.732736407383267
2023-01-11 17:00:00,2023,1,11,17,2,1.7003004991739006,1.7003004991739006
2023-01-11 18:00:00,2023,1,11,18,2,1.7354135773325998,1.7354135773325998
2023-01-11 19:00:00,2023,1,11,19,2,1.6472966054087597,1.6472966054087597
2023-01-11 20:00:00,2023,1,11,20,2,1.405858491254742,1.405858491254742
2023-01-11 21:00:00,2023,1,11,21,2,1.2867219116321293,1.2867219116321293
2023-01-11 22:00:00,2023,1,11,22,2,1.0063350751128644,1.0063350751128644
2023-01-11 23:00:00,2023,1,11,23,2,1.0724506179332856,1.0724506179332856
2023-01-12 00:00:00,2023,1,12,0,3,1.1111315924303418,1.1111315924303418
2023-01-12 01:00:00,2023,1,12,1,3,1.1062923852716664,1.1062923852716664
2023-01-12 02:00:00,2023,1,12,2,3,1.3718497348761414,1.3718497348761414
2023-01-12 03:00:00,2023,1,12,3,3,1.3815522768424204,1.3815522768424204
2023-01-12 04:00:00,2023,1,12,4,3,1.5877983820894142,1.5877983820894142
2023-01-12 05:00:00,2023,1,12,5,3,1.7213823145190892,1.7213823145190892
2023-01-12 06:00:00,2023,1,12,6,3,1.809694004427099,1.809694004427099
2023-01-12 07:00:00,2023,1,12,7,3,1.5997468124457805,1.5997468124457805
2023-01-12 08:00:00,2023,1,12,8,3,1.593994688894359,1.593994688894359
2023-01-12 09:00:00,2023,1,12,9,3,1.3705685443882882,1.3705685443882882
2023-01-12 10:00:00,2023,1,12,10,3,1.173428037644749,1.173428037644749
2023-01-12 11:00:00,2023,1,12,11,3,1.1592859198882044,1.1592859198882044
2023-01-12 12:00:00,2023,1,12,12,3,1.146224843435094,1.146224843435094
2023-01-12 13:00:00,2023,1,12,13,3,1.1927911965563167,1.1927911965563167
2023-01-12 14:00:00,2023,1,12,14,3,1.3741164771848517,1.3741164771848517
2023-01-12 15:00:00,2023,1,12,15,3,1.5174811461620792,1.5174811461620792
2023-01-12 16:00:00,2023,1,12,16,3,1.6785052293158051,1.6785052293158051
2023-01-12 17:00:00,2023,1,12,17,3,1.772383800062038,1.772383800062038
2023-01-12 18:00:00,2023,1,12,18,3,1.7960638388696397,1.7960638388696397
2023-01-12 19:00:00,2023,1,12,19,3,1.5499693376278731,1.5499693376278731
2023-01-12 20:00:00,2023,1,12,20,3,1.561785818104082,1.561785818104082
2023-01-12 21:00:00,2023,1,12,21,3,1.1946425426319276,1.1946425426319276
2023-01-12 22:00:00,2023,1,12,22,3,1.1630740053932653,1.1630740053932653
2023-01-12 23:00:00,2023,1,12,23,3,1.1552458603242286,1.1552458603242286
2023-01-13 00:00:00,2023,1,13,0,4,1.1399695933867515,1.1399695933867515
2023-01-13 01:00:00,2023,1,13,1,4,1.1398113864076056,1.1398113864076056
2023-01-13 02:00:00,2023,1,13,2,4,1.2823718103345294,1.2823718103345294
2023-01-13 03:00:00,2023,1,13,3,4,1.4313384335451331,1.4313384335451331
2023-01-13 04:00:00,2023,1,13,4,4,1.5836275784089753,1.5836275784089753
2023-01-13 05:00:00,2023,1,13,5,4,1.7608657826429202,1.7608657826429202
2023-01-13 06:00:00,2023,1,13,6,4,1.7590744081531922,1.7590744081531922
2023-01-13 07:00:00,2023,1,13,7,4,1.6403329523710273,1.6403329523710273
2023-01-13 08:00:00,2023,1,13,8,4,1.5839376083790369,1.5839376083790369
2023-01-13 09:00:00,2023,1,13,9,4,1.3881553790517411,1.3881553790517411
2023-01-13 10:00:00,2023,1,13,10,4,1.2655351378759772,1.2655351378759772
2023-01-13 11:00:00,2023,1,13,11,4,1.1698488878243312,1.1698488878243312
2023-01-13 12:00:00,2023,1,13,12,4,1.0970088076634263,1.0970088076634263
2023-01-13 13:00:00,2023,1,13,13,4,1.1971815501412908,1.1971815501412908
2023-01-13 14:00:00,2023,1,13,14,4,1.4107245648621158,1.4107245648621158
2023-01-13 15:00:00,2023,1,13,15,4,1.5703864525976032,1.5703864525976032
2023-01-13 16:00:00,2023,1,13,16,4,1.6752227944843427,1.6752227944843427
2023-01-13 17:00:00,2023,1,13,17,4,1.7487369293825707,1.7487369293825707
2023-01-13 18:00:00,2023,1,13,18,4,1.7841866349888773,1.7841866349888773
2023-01-13 19:00:00,2023,1,13,19,4,1.5855767529593465,1.5855767529593465
2023-01-13 20:00:00,2023,1,13,20,4,1.485418152967393,1.485418152967393
2023-01-13 21:00:00,2023,1,13,21,4,1.2846860531591917,1.2846860531591917
2023-01-13 22:00:00,2023,1,13,22,4,1.1620440180124099,1.1620440180124099
2023-01-13 23:00:00,2023,1,13,23,4,1.1829288425993594,1.1829288425993594
2023-01-14 00:00:00,2023,1,14,0,5,1.2157548174494013,1.2157548174494013
2023-01-14 01:00:00,2023,1,14,1,5,1.2625472212487618,1.2625472212487618
2023-01-14 02:00:00,2023,1,14,2,5,1.4153669501842048,1.4153669501842048
2023-01-14 03:00:00,2023,1,14,3,5,1.5229136876381204,1.5229136876381204
2023-01-14 04:00:00,2023,1,14,4,5,1.7213082259572625,1.7213082259572625
2023-01-14 05:00:00,2023,1,14,5,5,1.7825090355957278,1.7825090355957278
2023-01-14 06:00:00,2023,1,14,6,5,1.8382660917473121,1.8382660917473121
2023-01-14 07:00:00,2023,1,14,7,5,1.7458306387581515,1.7458306387581515
2023-01-14 08:00:00,2023,1,14,8,5,1.61403246257418,1.61403246257418
2023-01-14 09:00:00,2023,1,14,9,5,1.4640579616842841,1.4640579616842841
2023-01-14 10:00:00,2023,1,14,10,5,1.2377335891927836,1.2377335891927836
2023-01-14 11:00:00,2023,1,14,11,5,1.292201216329596,1.292201216329596
2023-01-14 12:00:00,2023,1,14,12,5,1.1373766515757864,1.1373766515757864
2023-01-14 13:00:00,2023,1,14,13,5,1.2182486914430362,1.2182486914430362
2023-01-14 14:00:00,2023,1,14,14,5,1.492803609765386,1.492803609765386
2023-01-14 15:00:00,2023,1,14,15,5,1.6497216399771746,1.6497216399771746
2023-01-14 16:00:00,2023,1,14,16,5,1.7848976964800578,1.7848976964800578
2023-01-14 17:00:00,2023,1,14,17,5,1.8552043222664059,1.8552043222664059
2023-01-14 18:00:00,2023,1,14,18,5,1.7994236328110214,1.7994236328110214
2023-01-14 19:00:00,2023,1,14,19,5,1.6445103402704222,1.6445103402704222
2023-01-14 20:00:00,2023,1,14,20,5,1.5278322672785258,1.5278322672785258
2023-01-14 21:00:00,2023,1,14,21,5,1.3183535753258007,1.3183535753258007
2023-01-14 22:00:00,2023,1,14,22,5,1.2727085276835102,1.2727085276835102
